State,PWSName,County
AR,BATTS-LAPILE WATER ASSOCIATION,Phillips County
AR,EAST END WATER,Saline County
AR,MOUNT OLIVE WATER ASSOCIATION,Washington County
AR,RIVERSOUTH RURAL WATER DIST,Franklin County
AR,CLAY CO REG WATER DISTRICT,Clay County
AR,GRAND PRAIRIE REGIONAL WATER,Arkansas County
AR,LITTLE RIVER CO RDA,Little River County
AR,SHANNON HILLS WATER DEPT,Saline County
AR,NASHVILLE RURAL WATER AUTHORITY,Howard County
AR,KIMZEY REGIONAL WATER DISTRICT,Hot Spring County
AR,N GARLAND CO REG WATER DIST,Garland County
AR,SEVIER CO WATER ASSOCIATION,Sevier County
AS,Central ASG,Salt Lake County
AZ,City of Flagstaff,Coconino County
AZ,Grand Canyon NP,Coconino County
AZ,City of Safford,Graham County
AZ,Chaparral City Water Co.,Doña Ana County
AZ,City of Phoenix,Maricopa County
AZ,Desert Hills Water,Mohave County
AZ,Town of Queen Creek,Maricopa County
AZ,AZ American Water Co. - Paradise Valley,Maricopa County
AZ,City of Avondale,Maricopa County
AZ,Town of Gilbert,Maricopa County
AZ,City of Glendale,Maricopa County
AZ,City of Mesa,Maricopa County
AZ,AZ American Water Co. - Sun City,Maricopa County
AZ,City of Tempe,Maricopa County
AZ,AZ American Water Co. - Sun City West,Maricopa County
AZ,AZ American Water Co. - Anthem,Maricopa County
AZ,AZ American Water Co. - Agua Fria,Maricopa County
AZ,Willow Valley WC King Street,Mohave County
AZ,AZ Water Company - Lakeside,Navajo County
AZ,AZ Water Company - Overgaard,Navajo County
AZ,Community WC of Green Valley,Pima County
AZ,Voyager RV Park,Pima County
AZ,City of Tucson,Pima County
AZ,AZ Water Company - Apache Junction,Pinal County
AZ,Pinal Valley Water System,Pinal County
AZ,Global Water Santa Cruz Water Company,Pinal County
AZ,Cottonwood Municipal Water CW,Yavapai County
AZ,Windy Valley Plaza,Coconino County
AZ,City of Somerton,Yuma County
AZ,City of Yuma,Yuma County
AZ,Bella Vista City,Maricopa County
AZ,City of Douglas,Cochise County
AZ,Willow Lakes Property Owners Assn.,Mohave County
AZ,Pueblo del Sol Water Co.,Cochise County
AZ,US Army Fort Huachuca,Cochise County
AZ,AZ Water Co. - Sedona,Yavapai County
AZ,City of Globe,Gila County
AZ,Town of Payson,Gila County
AZ,Liberty Water LPSCO,Maricopa County
AZ,Valencia Water Co. - Town Division,Los Angeles County
AZ,City of Chandler,Maricopa County
AZ,City of El Mirage,Maricopa County
AZ,Goodyear Water Department,Maricopa County
AZ,City of Scottsdale,Maricopa County
AZ,City of Surprise - Mountain Vista,Maricopa County
AZ,Oatman Water Company,Mohave County
AZ,Kingman Municipal Water,Mohave County
AZ,City of Lake Havasu,Mohave County
AZ,AZ American Water Co. - Mohave,Mohave County
AZ,"Bermuda Water Co., Inc.",Mohave County
AZ,City of Holbrook,Navajo County
AZ,Flowing Wells Irrigation,Pima County
AZ,Metropolitan DWID,Pima County
AZ,Sahuarita WC,Pima County
AZ,Florence Water Co.,Pinal County
AZ,HO Water Co.,Maricopa County
AZ,Lago del Oro Water Co.,Pinal County
AZ,Red Rock Utilities,Pinal County
AZ,Liberty Water Rio Rico,Santa Cruz County
AZ,Prescott Valley WD Upper,Yavapai County
AZ,Far West Water Co.,Yuma County
AZ,ASARCO -  Hayden Ops.,Gila County
AZ,City of Peoria,Maricopa County
AZ,Pima Utilities,Maricopa County
AZ,"Valley Pioneers WC, Inc.",Mohave County
AZ,"Avra Water Co-op, Inc.",Pima County
AZ,Oro Valley Water Utility,Pima County
AZ,City of Apache Junction,Pinal County
AZ,Johnson Utilities,Pinal County
AZ,City of Nogales,Santa Cruz County
AZ,City of Prescott,Yavapai County
AZ,Chino Valley High School,Yavapai County
AZ,City of San Luis,Yuma County
AZ,U. of Arizona - Main Campus,Pima County
AZ,EAGAR TOWN OF,Apache County
AZ,BELLA VISTA CITY WATER SYSTEM,Cochise County
AZ,PUEBLO DEL SOL WATER COMPANY,Cochise County
AZ,ARIZONA WATER CO - PINEWOOD,Maricopa County
AZ,ARIZONA WATER CO - SEDONA,Yavapai County
AZ,FLAGSTAFF CITY OF,Coconino County
AZ,PAGE CITY OF,Coconino County
AZ,GLEN CANYON NRA WAHWEAP,Coconino County
AZ,GLOBE CITY OF,Gila County
AZ,PAYSON TOWN OF,Gila County
AZ,PHOENIX CITY OF,Maricopa County
AZ,DESERT HILLS WATER,Mohave County
AZ,LIBERTY WATER LPSCO,Maricopa County
AZ,EPCOR WATER - PARADISE VALLEY/SCOTTSDALE,Maricopa County
AZ,ROSE VALLEY WATER COMPANY,Maricopa County
AZ,SUNRISE WATER COMPANY,Maricopa County
AZ,CHANDLER CITY OF,Maricopa County
AZ,EL MIRAGE CITY OF,Maricopa County
AZ,"GILBERT, TOWN OF",Maricopa County
AZ,GOODYEAR WATER DEPARTMENT,Maricopa County
AZ,MESA CITY OF,Maricopa County
AZ,EPCOR WATER - SUN CITY,Maricopa County
AZ,TEMPE CITY OF,Maricopa County
AZ,TOLLESON CITY OF,Maricopa County
AZ,RIO VERDE UTILITIES,Maricopa County
AZ,AZ Water Co. - White Tanks,Maricopa County
AZ,EPCOR WATER - SUN CITY WEST,Maricopa County
AZ,USAF LUKE AIR FORCE BASE,Maricopa County
AZ,PHOENIX INTERNATIONAL RACEWAY,Maricopa County
AZ,EPCOR WATER - ANTHEM,Maricopa County
AZ,EPCOR WATER - TIERRA DEL RIO,Maricopa County
AZ,KATHERINE RESORTS LANDING,Mohave County
AZ,KINGMAN MUNICIPAL WATER,Mohave County
AZ,EPCOR WATER - WILLOW VALLEY/KING STREET,Mohave County
AZ,BERMUDA WATER COMPANY INC,Mohave County
AZ,GOLDEN VALLEY IMPROVEMENT DISTRICT,Mohave County
AZ,ARIZONA WATER CO - OVERGAARD,Navajo County
AZ,SNOWFLAKE TOWN OF,Navajo County
AZ,COMMUNITY WC OF GREEN VALLEY,Pima County
AZ,VAIL WATER COMPANY,Pima County
AZ,FLOWING WELLS IRRIGATION DISTRICT,Pima County
AZ,SAHUARITA WATER COMPANY,Pima County
AZ,FLORENCE WATER COMPANY,Pinal County
AZ,ADOC FLORENCE ASP,Pinal County
AZ,CCA - ELOY COMPLEX,Pinal County
AZ,COPPER MOUNTAIN RANCH CFD,Maricopa County
AZ,ADOC EYMAN UNIT,Pinal County
AZ,NOGALES CITY OF,Nogales Municipality
AZ,LIBERTY WATER RIO RICO,Santa Cruz County
AZ,BIG PARK WATER COMPANY,Yavapai County
AZ,CAMP VERDE WATER SYSTEM,Yavapai County
AZ,CLARKDALE MUNICIPAL WATER SYSTEM,Yavapai County
AZ,PRESCOTT CITY OF,Yavapai County
AZ,ARIZONA WATER CO - RIMROCK,Yavapai County
AZ,FAR WEST WATER & SEWER INC,Yuma County
AZ,SOMERTON CITY OF,Yuma County
AZ,YUMA CITY OF,Yuma County
AZ,TIERRA MESA ESTATES WATER COMPANY,Yuma County
AZ,USMC YUMA MAIN SYSTEM,Yuma County
AZ,ASPC YUMA,Yuma County
AZ,TUCSON COUNTRY DAY SCHOOL,Pima County
AZ,USAF DAVIS MONTHAN AFB,Pima County
AZ,MISSION PALMS APARTMENTS,Pima County
AZ,ST JOHNS CITY OF,Apache County
AZ,ARIZONA WATER CO - SIERRA VISTA,Cochise County
AZ,"BENSON, CITY OF WATER SYSTEM",Cochise County
AZ,DOUGLAS CITY OF,Cochise County
AZ,CITY OF WILLCOX,Cochise County
AZ,US ARMY FORT HUACHUCA,Cochise County
AZ,KACHINA VILLAGE DWID,Coconino County
AZ,GRAND CANYON NATIONAL PARK,Coconino County
AZ,PINE STRAWBERRY DWID,Gila County
AZ,SAFFORD CITY OF,Graham County
AZ,BEARDSLEY WATER COMPANY,Maricopa County
AZ,CAREFREE WATER COMPANY,Maricopa County
AZ,EPCOR WATER - CHAPARRAL CITY,Maricopa County
AZ,QUEEN CREEK TOWN OF,Maricopa County
AZ,CITY OF BUCKEYE - VALENCIA TOWN DIVISION,Maricopa County
AZ,VALLEY UTILITIES WATER COMPANY GLENDALE,Maricopa County
AZ,GLENDALE CITY OF,Maricopa County
AZ,PEORIA CITY OF,Maricopa County
AZ,SURPRISE CITY OF - MOUNTAIN VISTA,Maricopa County
AZ,EPCOR WATER - NORTH EAST AGUA FRIA,Maricopa County
AZ,ASPC LEWIS COMPLEX WATER SYSTEM,Maricopa County
AZ,EPCOR WATER - AGUA FRIA,Maricopa County
AZ,VALLEY PIONEERS WATER COMPANY INC,Mohave County
AZ,AZ STATE PRISON - GEO GROUP - KINGMAN,Mohave County
AZ,ARIZONA WATER CO - LAKESIDE,Navajo County
AZ,PONDEROSA DWID,Navajo County
AZ,CITY OF SHOW LOW,Navajo County
AZ,AVRA WATER COOP INC,Pima County
AZ,FARMERS WATER CO CONTINENTAL,Pima County
AZ,METROPOLITAN DWID - HUB,Pima County
AZ,LAS QUINTAS SERENAS WATER COMPANY,Pima County
AZ,METROPOLITAN DWID,Pima County
AZ,RAY WATER COMPANY INC,Pima County
AZ,TUCSON CITY OF,Pima County
AZ,ORO VALLEY WATER UTILITY,Pima County
AZ,TUCSON WATER CORONA DE TUCSON,Pima County
AZ,ORO VALLEY WATER COUNTRYSIDE,Pima County
AZ,FARMERS WATER CO SANTA RITA SPRINGS,Pima County
AZ,MARANA MUNICIPAL - HARTMAN VISTAS,Pima County
AZ,ARIZONA WATER CO - APACHE JUNCTION,Pinal County
AZ,ARIZONA WATER CO - PINAL VALLEY,Pinal County
AZ,ARIZONA WATER CO - ORACLE,Pinal County
AZ,ARIZONA WATER CO - SUPERIOR,Pinal County
AZ,ELOY CITY OF,Pinal County
AZ,LAGO DEL ORO WATER COMPANY,Pinal County
AZ,EPCOR - SAN TAN,Pinal County
AZ,GWR - SANTA CRUZ WATER CO. INC.,Pinal County
AZ,TOWN OF PRESCOTT VALLEY,Yavapai County
AZ,CHINO VALLEY HIGH SCHOOL,Yavapai County
AZ,CHINO VALLEY SCHOOL - DEL RIO,Yavapai County
AZ,SAN LUIS CITY OF,Yuma County
AZ,UNIVERSITY OF ARIZONA,Pima County
AZ,ADOC TUCSON,Pima County
AZ,U OF A SCIENCE TECH PARK,Pima County
CA,East Bay MUD,Alameda County
CA,City of Hayward,Alameda County
CA,City of Pleasanton,Alameda County
CA,Dublin San Ramon Services District,Alameda County
CA,CA Water Service - Chico,Butte County
CA,SFWP - Miners Ranch,Butte County
CA,Del Oro Water Co. - Paradise Pines,Humboldt County
CA,CCWD Ebbetts Pass Improvement District,Calaveras County
CA,City of Antioch,Contra Costa County
CA,Golden State Water Co. - Bay Point,Contra Costa County
CA,Contra Costa Water District,Contra Costa County
CA,City of Martinez,Contra Costa County
CA,Diablo Water District,Contra Costa County
CA,Town of Discovery Bay,Contra Costa County
CA,El Dorado Irr. Dist. - Main,El Dorado County
CA,Firebaugh City,Fresno County
CA,City of Fresno,Fresno County
CA,City of Kerman,Fresno County
CA,California State University Fresno,Fresno County
CA,Humboldt CSD,Humboldt County
CA,Humboldt Bay MWD,Humboldt County
CA,Manila Community Services Dist.,Humboldt County
CA,City of Brawley,Imperial County
CA,City of Calexico,Imperial County
CA,East Niles CSD,Kern County
CA,Rosamond CSD,Kern County
CA,City of Shafter,Kern County
CA,City of Wasco,Kern County
CA,West Kern Water District,Kern County
CA,City of California City,Kern County
CA,North of the River MWD,Kern County
CA,Edwards AFB - Main Base,Kern County
CA,Pioneer Elementary School,Kings County
CA,City of Hanford,Kings County
CA,City of Lemoore,Kings County
CA,Lemoore Naval Air Station,Kings County
CA,Golden State Water Co. - Artesia,Los Angeles County
CA,Azusa Light & Water,Los Angeles County
CA,Golden State Water Co. - Bell/Bell Gardens,Los Angeles County
CA,City of Cerritos Water Department,Los Angeles County
CA,Crescenta Valley CWD,Los Angeles County
CA,City of El Segundo Water Department,Los Angeles County
CA,City of Pico Rivera Water Department,Los Angeles County
CA,CA American Water Co. - Baldwin Hills,Los Angeles County
CA,Lincoln Avenue Water Company,Los Angeles County
CA,City of Long Beach Water Department,Los Angeles County
CA,City of Los Angeles Dept. of Water & Power,Los Angeles County
CA,L.A. County WW Dist.  &  - Lancaster,Los Angeles County
CA,City of Manhattan Beach Water Department,Los Angeles County
CA,Newhall CWD - Newhall,Los Angeles County
CA,Golden State Water Co. - Norwalk,Los Angeles County
CA,City of Paramount Water Department,Los Angeles County
CA,Bell Gardens City Water Dept.,Los Angeles County
CA,City of Pasadena Water Department,Los Angeles County
CA,City of Pomona Water Department,Los Angeles County
CA,City of Sierra Madre Water Department,Los Angeles County
CA,City of South Gate Water Department,Los Angeles County
CA,Golden State Water Co. - Southwest,Sacramento County
CA,Sunny Slope Water Company,Los Angeles County
CA,Walnut Park Mutual Water Company,Los Angeles County
CA,City of Whittier Water Department,Los Angeles County
CA,Suburban Water Systems - Whittier,Los Angeles County
CA,CA American Water Co. - Duarte,Los Angeles County
CA,City of Norwalk Water Department,Los Angeles County
CA,Rowland Water District,Los Angeles County
CA,Park Water Company - Bellflower/Norwalk,Los Angeles County
CA,Golden State Water Co. - South Arcadia,Los Angeles County
CA,Golden State Water Co. - South San Gabriel,Los Angeles County
CA,Walnut Valley Water District,Los Angeles County
CA,Valencia Water Company,Los Angeles County
CA,City of Santa Fe Springs Water Department,Los Angeles County
CA,Marin Municipal Water District,Marin County
CA,Westport County Water District,Mendocino County
CA,City of Atwater,Merced County
CA,City of Livingston,Merced County
CA,CA American Water Co. - Monterey,Monterey County
CA,City of Gonzales,Monterey County
CA,CA Water Service - King City,Monterey County
CA,City of Napa,Napa County
CA,Truckee-Donner PUD - Main,Nevada County
CA,"Nevada Irr. Dist. - E. George, Banner Mountain",Nevada County
CA,City of Anaheim,Orange County
CA,City of Brea,Orange County
CA,City of Buena Park,Orange County
CA,Mesa Consolidated Water District,Orange County
CA,City of Fullerton,Orange County
CA,Laguna Beach County Water District,Orange County
CA,City of La Habra,Orange County
CA,Golden State Water Co. - West Orange,Los Angeles County
CA,City of Newport Beach,Orange County
CA,City of Orange,Orange County
CA,Golden State Water Co. - Placentia,Orange County
CA,City of San Clemente,Orange County
CA,Yorba Linda Water District,Orange County
CA,City of Santa Ana,Orange County
CA,City of Seal Beach,Orange County
CA,City of Tustin,Orange County
CA,City of Huntington Beach,Orange County
CA,City of Garden Grove,Orange County
CA,City of Westminster,Orange County
CA,City of Fountain Valley,Orange County
CA,Moultom Niguel Water District,Orange County
CA,Irvine Ranch Water District,Orange County
CA,Trabuco Canyon Water District,Orange County
CA,City of La Palma,Orange County
CA,Santa Margarita Water District,Orange County
CA,Placer CWA - Auburn/Bowman,Placer County
CA,City of Roseville,Placer County
CA,Beaumont-Cherry Valley Water District,Riverside County
CA,City of Banning,Riverside County
CA,Mission Springs Water District,Riverside County
CA,Eastern Municipal Water District,Riverside County
CA,Elsinore Valley Municipal Water District,Riverside County
CA,Indio Water Authority,Riverside County
CA,City of Riverside,Riverside County
CA,City of San Jacinto,Riverside County
CA,City of Corona,Riverside County
CA,Western Municipal Water District,Riverside County
CA,Myoma Dunes Mutual Water Company,Riverside County
CA,Lee Lake Water District,Riverside County
CA,Citrus Heights Water District,Sacramento County
CA,Elk Grove Water Service,Sacramento County
CA,City of Folsom - Main,Sacramento County
CA,Golden State Water Co. - Cordova,Sacramento County
CA,SCWA Laguna/Vineyard,San Bernardino County
CA,CA American Water Co. - Antelope,Sacramento County
CA,SCWA Mather-Sunrise,Sacramento County
CA,City of Hollister,San Benito County
CA,Sunnyslope County Water District,San Benito County
CA,Apple Valley Ranchos Water Company,San Bernardino County
CA,City of Loma Linda,San Bernardino County
CA,City of Colton,San Bernardino County
CA,Cucamonga Valley Water District,San Bernardino County
CA,Hesperia Water District,San Bernardino County
CA,Monte Vista CWD,San Bernardino County
CA,Ontario Municipal Utilities Company,San Bernardino County
CA,City of Chino Hills,San Bernardino County
CA,Redlands City MUD,San Bernardino County
CA,City of San Bernardino,San Bernardino County
CA,Golden State Water Company - Barstow,San Bernardino County
CA,Twenty-nine Palms Water District,San Bernardino County
CA,City of Upland,San Bernardino County
CA,Victorville Water District,San Bernardino County
CA,Riverside Highland Water Company,San Bernardino County
CA,Sbdno County Service Area,San Bernardino County
CA,USMC Twentynine Palms,San Bernardino County
CA,California Institution for Men,San Bernardino County
CA,CA American Water Co.,Sacramento County
CA,Carlsbad MWD,San Diego County
CA,City of Escondido,San Diego County
CA,City of Poway,San Diego County
CA,Rincon del Diablo MWD,San Diego County
CA,City of San Diego,San Diego County
CA,San Dieguito Water District,San Diego County
CA,Santa Fe Irrigation District,San Diego County
CA,Vista Irrigation District,San Diego County
CA,Olivenhain MWD,San Diego County
CA,Otay Water District,San Diego County
CA,Padre Dam MWD,San Diego County
CA,Camp Pendleton,San Diego County
CA,SFPUC City Distribution Division,San Francisco County
CA,City of Manteca,San Joaquin County
CA,City of Ripon,San Joaquin County
CA,City of Lathrop,San Joaquin County
CA,Atascadero Mutual Water Company,San Luis Obispo County
CA,Morro Bay Water Department,San Luis Obispo County
CA,Nipomo Community Services District,San Luis Obispo County
CA,California Men's Colony,San Luis Obispo County
CA,City of Burlingame,San Mateo County
CA,CA Water Service - Bear Gulch,San Mateo County
CA,CA Water Service - S. San Francisco,San Mateo County
CA,Coastside County Water District,San Mateo County
CA,City of Daly City,San Mateo County
CA,Hillsborough Water Department,San Mateo County
CA,Estero Municipal Improvement District,San Mateo County
CA,City of San Bruno,San Mateo County
CA,City of East Palo Alto,San Mateo County
CA,North Coast County Water District,San Mateo County
CA,"Channel Technologies, Inc.",Santa Barbara County
CA,City of Lompoc Water Utility Division,Santa Barbara County
CA,CA Water Service - Los Altos Suburban,Santa Clara County
CA,City of Morgan Hill,Santa Clara County
CA,San Jose Water Company,Santa Clara County
CA,City of Santa Clara,Santa Clara County
CA,City of Cupertino,Santa Clara County
CA,City of San Jose - NSJ/Alviso,Santa Clara County
CA,City of San Jose - Evergreen/Edenvale,Santa Clara County
CA,Santa Cruz Water Department,Santa Cruz County
CA,Scotts Valley Water District,Santa Cruz County
CA,Soquel Creek Water District,Santa Cruz County
CA,City of Redding,Shasta County
CA,Bella Vista Water District,Shasta County
CA,City of Fairfield,Solano County
CA,City of Vacaville,Solano County
CA,City of Petaluma,Sonoma County
CA,City of Santa Rosa,Sonoma County
CA,City of Sonoma,Sonoma County
CA,City of Modesto - Salida,Stanislaus County
CA,City of Modesto,Stanislaus County
CA,City of Newman Water Department,Stanislaus County
CA,City of Patterson,Stanislaus County
CA,City of Riverbank,Stanislaus County
CA,City of Ceres,Stanislaus County
CA,City of Yuba City,Sutter County
CA,City of Dinuba,Tulare County
CA,City of Exeter,Tulare County
CA,City of Porterville,Tulare County
CA,TUD - Sonora/Jamestown Water System,Tuolumne County
CA,Santa Paula Water System,Ventura County
CA,Ventura Water Department,Ventura County
CA,Camarillo Water Department,Ventura County
CA,Ventura WWD # - Simi Valley,Ventura County
CA,Casitas Municipal Water District,Ventura County
CA,Camrosa Water District,Ventura County
CA,Lake Sherwood CSD,Ventura County
CA,City of Woodland,Yolo County
CA,CA Water Service - Marysville,Yuba County
CA,Olivehurst Public Utility District,Yuba County
CA,Alameda County Water District,Alameda County
CA,CA Water Service - Livermore,Alameda County
CA,City of Livermore,Alameda County
CA,Kirkwood Meadows Public Utilit.,Alpine County
CA,Paradise Irrigation District,Butte County
CA,City of Brentwood,Contra Costa County
CA,City of Pittsburg,Contra Costa County
CA,City of Crescent City,Del Norte County
CA,South Tahoe PUD - Main,El Dorado County
CA,City of Clovis,Fresno County
CA,City of Kingsburg,Fresno County
CA,City of Mendota,Fresno County
CA,CA Water Service - Selma,Fresno County
CA,City of Parlier,Fresno County
CA,City of Reedley,Fresno County
CA,City of Sanger,Fresno County
CA,City of Eureka,Humboldt County
CA,City of Fortuna,Humboldt County
CA,McKinleyville CSD,Humboldt County
CA,City of Imperial,Imperial County
CA,Lehigh Southwest Cement Company,Santa Clara County
CA,Arvin Community Services District,Kern County
CA,CA Water Service - Bakersfield,Kern County
CA,City of McFarland,Kern County
CA,Indian Wells Valley WD,Kern County
CA,"Vaughn WC, Inc.",Kern County
CA,City of Bakersfield,Kern County
CA,CA Water Service - North Garden,San Mateo County
CA,City of Avenal,Kings County
CA,City of Corcoran,Kings County
CA,Konocti County Water District,Lake County
CA,High Desert State Prison,Lassen County
CA,City of Alhambra,Los Angeles County
CA,Valley County Water District,Los Angeles County
CA,Bellflower - Somerset MWC,Los Angeles County
CA,Santa Clarita Water Division,Los Angeles County
CA,Park Water Company - Compton,Los Angeles County
CA,Cal State Polytechnical U. - Pomona,Los Angeles County
CA,Golden State Water Co. - Claremont,Los Angeles County
CA,CA Water Service - Dominguez,Los Angeles County
CA,CA Water Service - East Los Angeles,Los Angeles County
CA,City of El Monte Water Department,Los Angeles County
CA,San Gabriel Valley Water Co. - El Monte,Los Angeles County
CA,City of Glendale Water Department,Los Angeles County
CA,City of Glendora Water Department,Los Angeles County
CA,City of Hawthorne Water Department,Los Angeles County
